report_date,class,period,volume
2020-05-18,Liquid White,LY % Change,0.0
2020-05-18,Liquid White,Last Year,17748.0
2020-05-18,Liquid White,PW % Change,0.0
2020-05-18,Liquid White,Previous Month Total,70780.0
2020-05-18,Liquid White,Prior Week,11983.0
2020-05-18,Liquid White,YTD % Change,0.0
2020-05-18,Liquid Whole,2019 Year to date,766560.0
2020-05-18,Liquid Whole,2020 Year to date,672328.0
2020-05-18,Liquid Whole,Current Week,25462.0
2020-05-18,Liquid Whole,LY % Change,0.0
2020-05-18,Liquid Whole,Last Year,35960.0
2020-05-18,Liquid Whole,PW % Change,0.0
2020-05-18,Liquid Whole,Previous Month Total,122564.0
2020-05-18,Liquid Whole,Prior Week,25124.0
2020-05-18,Liquid Whole,YTD % Change,0.0
2020-05-18,Liquid Yolk,2019 Year to date,168842.0
2020-05-18,Liquid Yolk,2020 Year to date,158789.0
2020-05-18,Liquid Yolk,Current Week,6774.0
2020-05-18,Liquid Yolk,LY % Change,0.0
2020-05-18,Liquid Yolk,Last Year,8786.0
2020-05-18,Liquid Yolk,PW % Change,0.0
2020-05-18,Liquid Yolk,Previous Month Total,36409.0
2020-05-18,Liquid Yolk,Prior Week,6167.0
2020-05-18,Liquid Yolk,YTD % Change,0.0
2020-05-18,Yield W/O Inedible,2019 Year to date,0.0
2020-05-18,Yield W/O Inedible,2020 Year to date,0.0
2020-05-18,Yield W/O Inedible,Current Week,0.0
2020-05-18,Yield W/O Inedible,Last Year,0.0
2020-05-18,Yield W/O Inedible,Previous Month Total,0.0
2020-05-18,Yield W/O Inedible,Prior Week,0.0
2020-05-18,Yield With Inedible,Previous Month Total,0.0
2020-05-18,Yield with Inedible,2019 Year to date,0.0
2020-05-18,Yield with Inedible,2020 Year to date,0.0
2020-05-18,Yield with Inedible,Current Week,0.0
2020-05-18,Yield with Inedible,Last Year,0.0
2020-05-18,Yield with Inedible,Prior Week,0.0
2020-05-25,Cases Broken,2019 Year to date,34379130.0
2020-05-25,Cases Broken,2020 Year to date,31200863.0
2020-05-25,Cases Broken,Current Week,1153720.0
2020-05-25,Cases Broken,LY % Change,0.0
2020-05-25,Cases Broken,Last Year,1530855.0
2020-05-25,Cases Broken,PW % Change,0.0
2020-05-25,Cases Broken,Previous Month Total,6104482.0
2020-05-25,Cases Broken,Prior Week,1192817.0
2020-05-25,Cases Broken,YTD % Change,0.0
2020-05-25,Dried,2019 Year to date,63121.0
2020-05-25,Dried,2020 Year to date,65697.0
2020-05-25,Dried,Current Week,1955.0
2020-05-25,Dried,LY % Change,0.0
2020-05-25,Dried,Last Year,3149.0
2020-05-25,Dried,PW % Change,0.0
2020-05-25,Dried,Previous Month Total,18352.0
2020-05-25,Dried,Prior Week,1936.0
2020-05-25,Dried,YTD % Change,0.0
2020-05-25,Inedible,2019 Year to date,110396.0
2020-05-25,Inedible,2020 Year to date,99115.0
2020-05-25,Inedible,Current Week,3623.0
2020-05-25,Inedible,LY % Change,0.0
2020-05-25,Inedible,Last Year,4887.0
2020-05-25,Inedible,PW % Change,0.0
2020-05-25,Inedible,Previous Month Total,19217.0
2020-05-25,Inedible,Prior Week,3854.0
2020-05-25,Inedible,YTD % Change,0.0
2020-05-25,Inline % of Total Cases Broken,2019 Year to date,0.0
2020-05-25,Inline % of Total Cases Broken,2020 Year to date,0.0
2020-05-25,Inline % of Total Cases Broken,Current Week,0.0
2020-05-25,Inline % of Total Cases Broken,Last Year,0.0
2020-05-25,Inline % of Total Cases Broken,Prior Week,0.0
2020-05-25,Inline % of Total Liquid Whole Egg,2019 Year to date,0.0
2020-05-25,Inline % of Total Liquid Whole Egg,2020 Year to date,0.0
2020-05-25,Inline % of Total Liquid Whole Egg,Current Week,0.0
2020-05-25,Inline % of Total Liquid Whole Egg,Last Year,0.0
2020-05-25,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2020-05-25,Inline Cases Broken,% Change,0.0
2020-05-25,Inline Cases Broken,2019 Year to date,18783472.0
2020-05-25,Inline Cases Broken,2020 Year to date,17399258.0
2020-05-25,Inline Cases Broken,Current Week,645643.0
2020-05-25,Inline Cases Broken,Last Year,873565.0
2020-05-25,Inline Cases Broken,Prior Week,651836.0
2020-05-25,Inline Liquid Whole Egg,% Change,0.0
2020-05-25,Inline Liquid Whole Egg,2019 Year to date,421496.0
2020-05-25,Inline Liquid Whole Egg,2020 Year to date,383512.0
2020-05-25,Inline Liquid Whole Egg,Current Week,14438.0
2020-05-25,Inline Liquid Whole Egg,Last Year,19106.0
2020-05-25,Inline Liquid Whole Egg,Prior Week,13727.0
2020-05-25,Liquid White,2019 Year to date,352838.0
2020-05-25,Liquid White,2020 Year to date,325816.0
2020-05-25,Liquid White,Current Week,11762.0
2020-05-25,Liquid White,LY % Change,0.0
2020-05-25,Liquid White,Last Year,15769.0
2020-05-25,Liquid White,PW % Change,0.0
2020-05-25,Liquid White,Previous Month Total,70780.0
2020-05-25,Liquid White,Prior Week,12526.0
2020-05-25,Liquid White,YTD % Change,0.0
2020-05-25,Liquid Whole,2019 Year to date,802333.0
2020-05-25,Liquid Whole,2020 Year to date,698499.0
2020-05-25,Liquid Whole,Current Week,26171.0
2020-05-25,Liquid Whole,LY % Change,0.0
2020-05-25,Liquid Whole,Last Year,35773.0
2020-05-25,Liquid Whole,PW % Change,0.0
2020-05-25,Liquid Whole,Previous Month Total,122564.0
2020-05-25,Liquid Whole,Prior Week,25462.0
2020-05-25,Liquid Whole,YTD % Change,0.0
2020-05-25,Liquid Yolk,2019 Year to date,176771.0
2020-05-25,Liquid Yolk,2020 Year to date,164607.0
2020-05-25,Liquid Yolk,Current Week,5818.0
2020-05-25,Liquid Yolk,LY % Change,0.0
2020-05-25,Liquid Yolk,Last Year,7929.0
2020-05-25,Liquid Yolk,PW % Change,0.0
2020-05-25,Liquid Yolk,Previous Month Total,36409.0
2020-05-25,Liquid Yolk,Prior Week,6774.0
2020-05-25,Liquid Yolk,YTD % Change,0.0
2020-05-25,Yield W/O Inedible,2019 Year to date,0.0
2020-05-25,Yield W/O Inedible,2020 Year to date,0.0
2020-05-25,Yield W/O Inedible,Current Week,0.0
2020-05-25,Yield W/O Inedible,Last Year,0.0
2020-05-25,Yield W/O Inedible,Previous Month Total,0.0
2020-05-25,Yield W/O Inedible,Prior Week,0.0
2020-05-25,Yield With Inedible,Previous Month Total,0.0
2020-05-25,Yield with Inedible,2019 Year to date,0.0
2020-05-25,Yield with Inedible,2020 Year to date,0.0
2020-05-25,Yield with Inedible,Current Week,0.0
2020-05-25,Yield with Inedible,Last Year,0.0
2020-05-25,Yield with Inedible,Prior Week,0.0
2020-06-01,Cases Broken,2019 Year to date,36066004.0
2020-06-01,Cases Broken,2020 Year to date,32533157.0
2020-06-01,Cases Broken,Current Week,1332294.0
2020-06-01,Cases Broken,LY % Change,0.0
2020-06-01,Cases Broken,Last Year,1686874.0
2020-06-01,Cases Broken,PW % Change,0.0
2020-06-01,Cases Broken,Previous Month Total,4652028.0
2020-06-01,Cases Broken,Prior Week,1153720.0
2020-06-01,Cases Broken,YTD % Change,0.0
2020-06-01,Dried,2019 Year to date,66172.0
2020-06-01,Dried,2020 Year to date,67980.0
2020-06-01,Dried,Current Week,2283.0
2020-06-01,Dried,LY % Change,0.0
2020-06-01,Dried,Last Year,3051.0
2020-06-01,Dried,PW % Change,0.0
2020-06-01,Dried,Previous Month Total,9767.0
2020-06-01,Dried,Prior Week,1955.0
2020-06-01,Dried,YTD % Change,0.0
2020-06-01,Inedible,2019 Year to date,115847.0
2020-06-01,Inedible,2020 Year to date,103208.0
2020-06-01,Inedible,Current Week,4093.0
2020-06-01,Inedible,LY % Change,0.0
2020-06-01,Inedible,Last Year,5451.0
2020-06-01,Inedible,PW % Change,0.0
2020-06-01,Inedible,Previous Month Total,15067.0
2020-06-01,Inedible,Prior Week,3623.0
2020-06-01,Inedible,YTD % Change,0.0
2020-06-01,Inline % of Total Cases Broken,2019 Year to date,0.0
2020-06-01,Inline % of Total Cases Broken,2020 Year to date,0.0
2020-06-01,Inline % of Total Cases Broken,Current Week,0.0
2020-06-01,Inline % of Total Cases Broken,Last Year,0.0
2020-06-01,Inline % of Total Cases Broken,Prior Week,0.0
2020-06-01,Inline % of Total Liquid Whole Egg,2019 Year to date,0.0
2020-06-01,Inline % of Total Liquid Whole Egg,2020 Year to date,0.0
2020-06-01,Inline % of Total Liquid Whole Egg,Current Week,0.0
2020-06-01,Inline % of Total Liquid Whole Egg,Last Year,0.0
2020-06-01,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2020-06-01,Inline Cases Broken,% Change,0.0
2020-06-01,Inline Cases Broken,2019 Year to date,19710995.0
2020-06-01,Inline Cases Broken,2020 Year to date,18099379.0
2020-06-01,Inline Cases Broken,Current Week,700121.0
2020-06-01,Inline Cases Broken,Last Year,927523.0
2020-06-01,Inline Cases Broken,Prior Week,645643.0
2020-06-01,Inline Liquid Whole Egg,% Change,0.0
2020-06-01,Inline Liquid Whole Egg,2019 Year to date,443195.0
2020-06-01,Inline Liquid Whole Egg,2020 Year to date,398484.0
2020-06-01,Inline Liquid Whole Egg,Current Week,14971.0
2020-06-01,Inline Liquid Whole Egg,Last Year,21699.0
2020-06-01,Inline Liquid Whole Egg,Prior Week,14438.0
2020-06-01,Liquid White,2019 Year to date,369531.0
2020-06-01,Liquid White,2020 Year to date,339969.0
2020-06-01,Liquid White,Current Week,14153.0
2020-06-01,Liquid White,LY % Change,0.0
2020-06-01,Liquid White,Last Year,16693.0
2020-06-01,Liquid White,PW % Change,0.0
2020-06-01,Liquid White,Previous Month Total,48931.0
2020-06-01,Liquid White,Prior Week,11762.0
2020-06-01,Liquid White,YTD % Change,0.0
2020-06-01,Liquid Whole,2019 Year to date,842259.0
2020-06-01,Liquid Whole,2020 Year to date,727151.0
2020-06-01,Liquid Whole,Current Week,28651.0
2020-06-01,Liquid Whole,LY % Change,0.0
2020-06-01,Liquid Whole,Last Year,39926.0
2020-06-01,Liquid Whole,PW % Change,0.0
2020-06-01,Liquid Whole,Previous Month Total,101206.0
2020-06-01,Liquid Whole,Prior Week,26171.0
2020-06-01,Liquid Whole,YTD % Change,0.0
2020-06-01,Liquid Yolk,2019 Year to date,185145.0
2020-06-01,Liquid Yolk,2020 Year to date,171939.0
2020-06-01,Liquid Yolk,Current Week,7332.0
2020-06-01,Liquid Yolk,LY % Change,0.0
2020-06-01,Liquid Yolk,Last Year,8373.0
2020-06-01,Liquid Yolk,PW % Change,0.0
2020-06-01,Liquid Yolk,Previous Month Total,25529.0
2020-06-01,Liquid Yolk,Prior Week,5818.0
2020-06-01,Liquid Yolk,YTD % Change,0.0
2020-06-01,Yield W/O Inedible,2019 Year to date,0.0
2020-06-01,Yield W/O Inedible,2020 Year to date,0.0
2020-06-01,Yield W/O Inedible,Current Week,0.0
2020-06-01,Yield W/O Inedible,Last Year,0.0
2020-06-01,Yield W/O Inedible,Previous Month Total,0.0
2020-06-01,Yield W/O Inedible,Prior Week,0.0
2020-06-01,Yield With Inedible,Previous Month Total,0.0
2020-06-01,Yield with Inedible,2019 Year to date,0.0
2020-06-01,Yield with Inedible,2020 Year to date,0.0
2020-06-01,Yield with Inedible,Current Week,0.0
2020-06-01,Yield with Inedible,Last Year,0.0
2020-06-01,Yield with Inedible,Prior Week,0.0
2020-06-08,Cases Broken,2019 Year to date,37678931.0
2020-06-08,Cases Broken,2020 Year to date,33898400.0
2020-06-08,Cases Broken,Current Week,1365243.0
2020-06-08,Cases Broken,LY % Change,0.0
2020-06-08,Cases Broken,Last Year,1612927.0
2020-06-08,Cases Broken,PW % Change,0.0
2020-06-08,Cases Broken,Previous Month Total,4652028.0
2020-06-08,Cases Broken,Prior Week,1332294.0
2020-06-08,Cases Broken,YTD % Change,0.0
2020-06-08,Dried,2019 Year to date,68921.0
2020-06-08,Dried,2020 Year to date,70617.0
2020-06-08,Dried,Current Week,2637.0
2020-06-08,Dried,LY % Change,0.0
2020-06-08,Dried,Last Year,2748.0
2020-06-08,Dried,PW % Change,0.0
2020-06-08,Dried,Previous Month Total,9767.0
2020-06-08,Dried,Prior Week,2283.0
2020-06-08,Dried,YTD % Change,0.0
2020-06-08,Inedible,2019 Year to date,121041.0
2020-06-08,Inedible,2020 Year to date,107138.0
2020-06-08,Inedible,Current Week,3930.0
2020-06-08,Inedible,LY % Change,0.0
2020-06-08,Inedible,Last Year,5194.0
2020-06-08,Inedible,PW % Change,0.0
2020-06-08,Inedible,Previous Month Total,15067.0
2020-06-08,Inedible,Prior Week,4093.0
2020-06-08,Inedible,YTD % Change,0.0
2020-06-08,Inline % of Total Cases Broken,2019 Year to date,0.0
2020-06-08,Inline % of Total Cases Broken,2020 Year to date,0.0
2020-06-08,Inline % of Total Cases Broken,Current Week,0.0
2020-06-08,Inline % of Total Cases Broken,Last Year,0.0
2020-06-08,Inline % of Total Cases Broken,Prior Week,0.0
2020-06-08,Inline % of Total Liquid Whole Egg,2019 Year to date,0.0
2020-06-08,Inline % of Total Liquid Whole Egg,2020 Year to date,0.0
2020-06-08,Inline % of Total Liquid Whole Egg,Current Week,0.0
2020-06-08,Inline % of Total Liquid Whole Egg,Last Year,0.0
2020-06-08,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2020-06-08,Inline Cases Broken,% Change,0.0
2020-06-08,Inline Cases Broken,2019 Year to date,20634412.0
2020-06-08,Inline Cases Broken,2020 Year to date,18842064.0
2020-06-08,Inline Cases Broken,Current Week,742685.0
2020-06-08,Inline Cases Broken,Last Year,923417.0
2020-06-08,Inline Cases Broken,Prior Week,700121.0
2020-06-08,Inline Liquid Whole Egg,% Change,0.0
2020-06-08,Inline Liquid Whole Egg,2019 Year to date,464156.0
2020-06-08,Inline Liquid Whole Egg,2020 Year to date,415066.0
2020-06-08,Inline Liquid Whole Egg,Current Week,16583.0
2020-06-08,Inline Liquid Whole Egg,Last Year,20961.0
2020-06-08,Inline Liquid Whole Egg,Prior Week,14971.0
2020-06-08,Liquid White,2019 Year to date,385092.0
2020-06-08,Liquid White,2020 Year to date,353715.0
2020-06-08,Liquid White,Current Week,13746.0
2020-06-08,Liquid White,LY % Change,0.0
2020-06-08,Liquid White,Last Year,15561.0
2020-06-08,Liquid White,PW % Change,0.0
2020-06-08,Liquid White,Previous Month Total,48931.0
2020-06-08,Liquid White,Prior Week,14153.0
2020-06-08,Liquid White,YTD % Change,0.0
2020-06-08,Liquid Whole,2019 Year to date,880567.0
2020-06-08,Liquid Whole,2020 Year to date,758157.0
2020-06-08,Liquid Whole,Current Week,31007.0
2020-06-08,Liquid Whole,LY % Change,0.0
2020-06-08,Liquid Whole,Last Year,38307.0
2020-06-08,Liquid Whole,PW % Change,0.0
2020-06-08,Liquid Whole,Previous Month Total,101206.0
2020-06-08,Liquid Whole,Prior Week,28651.0
2020-06-08,Liquid Whole,YTD % Change,0.0
2020-06-08,Liquid Yolk,2019 Year to date,192805.0
2020-06-08,Liquid Yolk,2020 Year to date,178895.0
2020-06-08,Liquid Yolk,Current Week,6957.0
2020-06-08,Liquid Yolk,LY % Change,0.0
2020-06-08,Liquid Yolk,Last Year,7660.0
2020-06-08,Liquid Yolk,PW % Change,0.0
2020-06-08,Liquid Yolk,Previous Month Total,25529.0
2020-06-08,Liquid Yolk,Prior Week,7332.0
2020-06-08,Liquid Yolk,YTD % Change,0.0
2020-06-08,Yield W/O Inedible,2019 Year to date,0.0
2020-06-08,Yield W/O Inedible,2020 Year to date,0.0
2020-06-08,Yield W/O Inedible,Current Week,0.0
2020-06-08,Yield W/O Inedible,Last Year,0.0
2020-06-08,Yield W/O Inedible,Previous Month Total,0.0
2020-06-08,Yield W/O Inedible,Prior Week,0.0
2020-06-08,Yield With Inedible,Previous Month Total,0.0
2020-06-08,Yield with Inedible,2019 Year to date,0.0
2020-06-08,Yield with Inedible,2020 Year to date,0.0
2020-06-08,Yield with Inedible,Current Week,0.0
2020-06-08,Yield with Inedible,Last Year,0.0
2020-06-08,Yield with Inedible,Prior Week,0.0
2020-06-15,Cases Broken,2019 Year to date,39301046.0
2020-06-15,Cases Broken,2020 Year to date,35295886.0
2020-06-15,Cases Broken,Current Week,1397486.0
2020-06-15,Cases Broken,LY % Change,0.0
2020-06-15,Cases Broken,Last Year,1622115.0
2020-06-15,Cases Broken,PW % Change,0.0
2020-06-15,Cases Broken,Previous Month Total,4652028.0
2020-06-15,Cases Broken,Prior Week,1365243.0
2020-06-15,Cases Broken,YTD % Change,0.0
2020-06-15,Dried,2019 Year to date,71592.0
2020-06-15,Dried,2020 Year to date,73153.0
2020-06-15,Dried,Current Week,2536.0
2020-06-15,Dried,LY % Change,0.0
2020-06-15,Dried,Last Year,2672.0
2020-06-15,Dried,PW % Change,0.0
2020-06-15,Dried,Previous Month Total,9767.0
2020-06-15,Dried,Prior Week,2637.0
2020-06-15,Dried,YTD % Change,0.0
2020-06-15,Inedible,2019 Year to date,126236.0
2020-06-15,Inedible,2020 Year to date,111331.0
2020-06-15,Inedible,Current Week,4192.0
2020-06-15,Inedible,LY % Change,0.0
2020-06-15,Inedible,Last Year,5196.0
2020-06-15,Inedible,PW % Change,0.0
2020-06-15,Inedible,Previous Month Total,15067.0
2020-06-15,Inedible,Prior Week,3930.0
2020-06-15,Inedible,YTD % Change,0.0
2020-06-15,Inline % of Total Cases Broken,2019 Year to date,0.0
2020-06-15,Inline % of Total Cases Broken,2020 Year to date,0.0
2020-06-15,Inline % of Total Cases Broken,Current Week,0.0
2020-06-15,Inline % of Total Cases Broken,Last Year,0.0
2020-06-15,Inline % of Total Cases Broken,Prior Week,0.0
2020-06-15,Inline % of Total Liquid Whole Egg,2019 Year to date,0.0
2020-06-15,Inline % of Total Liquid Whole Egg,2020 Year to date,0.0
2020-06-15,Inline % of Total Liquid Whole Egg,Current Week,0.0
2020-06-15,Inline % of Total Liquid Whole Egg,Last Year,0.0
2020-06-15,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2020-06-15,Inline Cases Broken,% Change,0.0
2020-06-15,Inline Cases Broken,2019 Year to date,21556771.0
2020-06-15,Inline Cases Broken,2020 Year to date,19605868.0
2020-06-15,Inline Cases Broken,Current Week,763804.0
2020-06-15,Inline Cases Broken,Last Year,922359.0
2020-06-15,Inline Cases Broken,Prior Week,742685.0
2020-06-15,Inline Liquid Whole Egg,% Change,0.0
2020-06-15,Inline Liquid Whole Egg,2019 Year to date,484921.0
2020-06-15,Inline Liquid Whole Egg,2020 Year to date,432346.0
2020-06-15,Inline Liquid Whole Egg,Current Week,17280.0
2020-06-15,Inline Liquid Whole Egg,Last Year,20765.0
2020-06-15,Inline Liquid Whole Egg,Prior Week,16583.0
2020-06-15,Liquid White,2019 Year to date,401570.0
2020-06-15,Liquid White,2020 Year to date,367947.0
2020-06-15,Liquid White,Current Week,14233.0
2020-06-15,Liquid White,LY % Change,0.0
2020-06-15,Liquid White,Last Year,16478.0
2020-06-15,Liquid White,PW % Change,0.0
2020-06-15,Liquid White,Previous Month Total,48931.0
2020-06-15,Liquid White,Prior Week,13746.0
2020-06-15,Liquid White,YTD % Change,0.0
2020-06-15,Liquid Whole,2019 Year to date,918307.0
2020-06-15,Liquid Whole,2020 Year to date,789720.0
2020-06-15,Liquid Whole,Current Week,31563.0
2020-06-15,Liquid Whole,LY % Change,0.0
2020-06-15,Liquid Whole,Last Year,37740.0
2020-06-15,Liquid Whole,PW % Change,0.0
2020-06-15,Liquid Whole,Previous Month Total,101206.0
2020-06-15,Liquid Whole,Prior Week,31007.0
2020-06-15,Liquid Whole,YTD % Change,0.0
2020-06-15,Liquid Yolk,2019 Year to date,201108.0
2020-06-15,Liquid Yolk,2020 Year to date,186287.0
2020-06-15,Liquid Yolk,Current Week,7391.0
2020-06-15,Liquid Yolk,LY % Change,0.0
2020-06-15,Liquid Yolk,Last Year,8303.0
2020-06-15,Liquid Yolk,PW % Change,0.0
2020-06-15,Liquid Yolk,Previous Month Total,25529.0
2020-06-15,Liquid Yolk,Prior Week,6957.0
2020-06-15,Liquid Yolk,YTD % Change,0.0
2020-06-15,Yield W/O Inedible,2019 Year to date,0.0
2020-06-15,Yield W/O Inedible,2020 Year to date,0.0
2020-06-15,Yield W/O Inedible,Current Week,0.0
2020-06-15,Yield W/O Inedible,Last Year,0.0
2020-06-15,Yield W/O Inedible,Previous Month Total,0.0
2020-06-15,Yield W/O Inedible,Prior Week,0.0
2020-06-15,Yield With Inedible,Previous Month Total,0.0
2020-06-15,Yield with Inedible,2019 Year to date,0.0
2020-06-15,Yield with Inedible,2020 Year to date,0.0
2020-06-15,Yield with Inedible,Current Week,0.0
2020-06-15,Yield with Inedible,Last Year,0.0
2020-06-15,Yield with Inedible,Prior Week,0.0
2020-06-22,Cases Broken,2019 Year to date,40909197.0
2020-06-22,Cases Broken,2020 Year to date,36749693.0
2020-06-22,Cases Broken,Current Week,1453807.0
2020-06-22,Cases Broken,LY % Change,0.0
2020-06-22,Cases Broken,Last Year,1608151.0
2020-06-22,Cases Broken,PW % Change,0.0
2020-06-22,Cases Broken,Previous Month Total,4652028.0
2020-06-22,Cases Broken,Prior Week,1397486.0
2020-06-22,Cases Broken,YTD % Change,0.0
2020-06-22,Dried,2019 Year to date,74995.0
2020-06-22,Dried,2020 Year to date,75895.0
2020-06-22,Dried,Current Week,2741.0
2020-06-22,Dried,LY % Change,0.0
2020-06-22,Dried,Last Year,3402.0
2020-06-22,Dried,PW % Change,0.0
2020-06-22,Dried,Previous Month Total,9767.0
2020-06-22,Dried,Prior Week,2536.0
2020-06-22,Dried,YTD % Change,0.0
2020-06-22,Inedible,2019 Year to date,131220.0
2020-06-22,Inedible,2020 Year to date,115655.0
2020-06-22,Inedible,Current Week,4324.0
